Date,^NDX_DCA,TQQQ_DCA,Invested,NoRebalance,MonthlyRebal,^NDX,TQQQ_real,TQQQ_sim,TQQQ_combined,^NDX_anchored,TQQQ_combined_anchored
1985-11-04,2032.7568939623088,2094.764299382141,2000.0,2074.0951663091105,2074.158890034748,116.04000091552734,,0.028036174149419692,0.028036174149419692,1034.777969922469,1100.8414161515109
1985-11-05,2039.764010929825,2116.397793579831,2000.0,2090.853201917622,2090.8097068758507,116.44000244140625,,0.028325715273910784,0.028325715273910784,1038.3449534078982,1112.2102591263101
1985-11-06,2056.2305821064024,2167.6240562702774,2000.0,2130.4929019287683,2130.1945526110326,117.37999725341797,,0.02901132387543072,0.02901132387543072,1046.7272863589228,1139.130706252955
1985-11-07,2060.434932476696,2180.8902962519455,2000.0,2140.738512342041,2140.373699336495,117.62000274658203,,0.02918887827357649,0.02918887827357649,1048.8675172709109,1146.1023862709565
1985-11-08,2089.163991758837,2272.085784154097,2000.0,2211.11185945307,2210.2888261192315,119.26000213623047,,0.030409432099713467,0.030409432099713467,1063.4920883300742,1194.027477451116
1985-11-11,2109.134188243992,2337.21043302763,2000.0,2261.1850257022925,2260.0305572593934,120.4000015258789,,0.03128105569850056,0.03128105569850056,1073.6579470410888,1228.2518103335583
1985-11-12,2134.0093265115165,2419.8731833981483,2000.0,2324.5852406313998,2323.0064327615073,121.81999969482422,,0.0323874079815433,0.0323874079815433,1086.3206737815385,1271.6927736952598
1985-11-13,2122.535237631408,2380.8062301356463,2000.0,2294.7159079099333,2293.3398212228153,121.16500091552734,,0.031864538699554,0.031864538699554,1080.479771490992,1251.1622919761935
1985-11-14,2134.272081703455,2420.268128168111,2000.0,2324.9361222130938,2323.356396926165,121.83499908447266,,0.032392693893831065,0.032392693893831065,1086.4544297092189,1271.9003252369755
1985-11-15,2140.228177903218,2440.497182639552,2000.0,2340.407524403074,2338.722942956142,122.17500305175781,,0.032663438098420906,0.032663438098420906,1089.4863894839266,1282.5311064558052
1985-11-18,2136.374256888602,2427.2794355036194,2000.0,2330.311052328786,2328.6952760143477,121.95500183105469,,0.03248653272502147,0.03248653272502147,1087.5245451652129,1275.584910418502
1985-11-19,2147.1476207069945,2463.966767408634,2000.0,2358.3603957353926,2356.5542322030124,122.56999969482422,,0.032977553326561194,0.032977553326561194,1093.0087423037614,1294.8648525203648
1985-11-20,2140.666014123355,2441.6185746836795,2000.0,2341.3010645286568,2339.6115008258316,122.19999694824219,,0.03267844672857954,0.03267844672857954,1089.709270673693,1283.1204208747508
1985-11-21,2165.366071362681,2526.1024509844933,2000.0,2405.857003135102,2403.7281740537055,123.61000061035156,,0.033809172829595426,0.033809172829595426,1102.2828721520566,1327.5184231017263
1985-11-22,2171.6724632684814,2548.1383577258753,2000.0,2422.6497387889403,2420.4052863359225,123.97000122070312,,0.03410409981451873,0.03410409981451873,1105.4931504854876,1339.0987420858337
1985-11-25,2157.0451784354727,2496.614062143393,2000.0,2383.424445559716,2381.451255847085,123.13500213623047,,0.03341450236228856,0.03341450236228856,1098.0471090282256,1312.021672588345
1985-11-26,2171.322033912804,2546.152476799286,2000.0,2421.2090083314733,2418.9766566217218,123.94999694824219,,0.034077520927569833,0.034077520927569833,1105.314763892213,1338.0551211055738
1985-11-27,2203.204289147845,2658.275165482754,2000.0,2506.5848885401465,2503.762636697171,125.7699966430664,,0.035578162898104684,0.035578162898104684,1121.5444741180918,1396.9778836471303
1985-11-29,2208.284445608053,2676.6266266184944,2000.0,2520.5125818930865,2517.592714039174,126.05999755859375,,0.03582377752904416,0.03582377752904416,1124.1305354441643,1406.6219512260348
1985-12-02,3192.9564357133286,3620.852936644928,3000.0,3478.220783930945,3475.598450936326,125.18499755859375,,0.0350773064890728,0.0350773064890728,1116.3277888349041,1377.3117381998695
1985-12-03,3194.104349251342,3624.70789238398,3000.0,3481.1733923598854,3478.481833455783,125.2300033569336,,0.03511465168544684,0.03511465168544684,1116.7291246524965,1378.7780987183824
1985-12-04,3263.2253236995307,3859.9754795835574,3000.0,3661.05878084722,3654.1147504016435,127.94000244140625,,0.0373938255175636,0.0373938255175636,1140.8953374153157,1468.2699436338487
1985-12-05,3276.488502360979,3906.987767734585,3000.0,3696.821366960025,3689.0113910392497,128.4600067138672,,0.037849260871906994,0.037849260871906994,1145.5324363567388,1486.1526296868324
1985-12-06,3238.101993433606,3769.613668419756,3000.0,3592.4431278080947,3587.1744299505463,126.95500183105469,,0.036518438143218215,0.036518438143218215,1132.1116686466987,1433.8978259647383
1985-12-09,3251.6200910194134,3816.772307448917,3000.0,3628.3882541441567,3622.257218641118,127.48500061035156,,0.03697529128356316,0.03697529128356316,1136.8378928502082,1451.836181437573
1985-12-10,3264.117929123987,3860.7294218710495,3000.0,3661.858944175745,3654.921088197077,127.9749984741211,,0.03740112939462135,0.03740112939462135,1141.2074119017193,1468.5567306369824
1985-12-11,3294.8523946448026,3969.7320215238365,3000.0,3744.7721683934797,3735.8260161221224,129.17999267578125,,0.038457100919294586,0.038457100919294586,1151.9528569544984,1510.019491655715
1985-12-12,3309.7735192875816,4023.6090743855602,3000.0,3785.6639131474194,3775.71714439892,129.76499938964844,,0.0389790392385321,0.0389790392385321,1157.1696102722374,1530.5134190878591
1985-12-13,3369.9674665182183,4243.08202958136,3000.0,3952.043870997465,3938.0036351839562,132.125,,0.041105201292105875,0.041105201292105875,1178.2147379982628,1613.9972508528365
1985-12-16,3382.3378451606122,4289.7492445079315,3000.0,3987.2788083058713,3972.3555119873226,132.61000061035156,,0.04155729372160056,0.04155729372160056,1182.539694418731,1631.7486768378476
1985-12-17,3354.9190770078585,4185.3656922869295,3000.0,3908.5501815421267,3895.6094850989457,131.53500366210938,,0.04054606959354554,0.04054606959354554,1172.9534900840322,1592.0429240043177
1985-12-18,3344.8441362522935,4147.601158188337,3000.0,3880.0155109682228,3867.78751222558,131.13999938964844,,0.04018022260661411,0.04018022260661411,1169.431069229646,1577.677928515206
1985-12-19,3364.866363706645,4222.026138707143,3000.0,3936.30624227897,3922.678609263136,131.9250030517578,,0.04090122064154685,0.04090122064154685,1176.4312802728239,1605.9879430552694
1985-12-20,3373.410623348461,4254.129924625566,3000.0,3960.5568535571742,3946.3227487273425,132.25999450683594,,0.04121222867137408,0.04121222867137408,1179.418541347386,1618.1996848630074
1985-12-23,3334.259357648009,4105.952579127885,3000.0,3848.7215310243673,3837.295061441307,130.72500610351562,,0.039776748619103436,0.039776748619103436,1165.7303978510877,1561.8355074550293
1985-12-24,3316.5325680804854,4040.4069236174096,3000.0,3799.1154959009136,3788.9189224161164,130.02999877929688,,0.03914176976533686,0.03914176976533686,1159.532722373992,1536.9030392487307
1985-12-26,3324.566989873582,4069.714908765582,3000.0,3821.3322939731797,3810.588976059326,130.34500122070312,,0.03942569324845193,0.03942569324845193,1162.341732924382,1548.05130532688
1985-12-27,3353.643704007666,4176.439752899835,3000.0,3902.174430695647,3889.4348179579433,131.48500061035156,,0.04045959883180449,0.04045959883180449,1172.5075916353967,1588.6476463425583
